Time (s),PHI2,R_W,D0,A0
-0.0002532,0,1,0,1
-0.0002531,0,1,0,1
-0.000253,1,1,0,0
-0.0002529,1,1,0,0
-0.0002528,1,1,0,0
-0.0002527,1,1,0,0
-0.0002526,1,1,0,0
-0.0002525,0,1,0,1
-0.0002524,0,1,0,1
-0.0002523,0,1,0,1
-0.0002522,0,1,0,1
-0.0002521,0,1,0,1
-0.000252,1,1,0,0
-0.0002519,1,1,0,0
-0.0002518,1,1,0,0
-0.0002517,1,1,0,0
-0.0002516,1,1,0,0
-0.0002515,0,1,0,1
-0.0002514,0,1,0,1
-0.0002513,0,1,0,1
-0.0002512,0,1,0,1
-0.0002511,0,1,0,1
-0.000251,1,1,0,1
-0.0002509,1,1,1,1
-0.0002508,1,1,1,1
-0.0002507,1,1,1,1
-0.0002506,0,1,1,1
-0.0002505,0,1,0,1
-0.0002504,0,1,0,1
-0.0002503,0,1,0,1
-0.0002502,0,1,0,1
-0.0002501,0,1,0,1
-0.00025,1,1,0,0
-0.0002499,1,1,0,0
-0.0002498,1,1,0,0
-0.0002497,1,1,0,0
-0.0002496,0,1,0,0
-0.0002495,0,1,0,1
-0.0002494,0,1,0,1
-0.0002493,0,1,0,1
-0.0002492,0,1,0,1
-0.0002491,1,0,0,0
-0.000249,1,0,0,0
-0.0002489,1,0,0,0
-0.0002488,1,0,0,0
-0.0002487,1,0,0,0
-0.0002486,0,0,0,1
-0.0002485,0,1,0,1
-0.0002484,0,1,0,1
-0.0002483,0,1,0,1
-0.0002482,0,1,0,1
-0.0002481,1,1,0,1
-0.000248,1,1,1,1
-0.0002479,1,1,1,1
-0.0002478,1,1,1,1
-0.0002477,1,1,1,1
-0.0002476,0,1,0,1
-0.0002475,0,1,0,1
-0.0002474,0,1,0,1
-0.0002473,0,1,0,1
-0.0002472,0,1,0,1
-0.0002471,1,1,0,0
-0.000247,1,1,0,0
-0.0002469,1,1,0,0
-0.0002468,1,1,0,0
-0.0002467,0,1,0,0
-0.0002466,0,1,0,1
-0.0002465,0,1,0,1
-0.0002464,0,1,0,1
-0.0002463,0,1,0,1
-0.0002462,0,1,0,1
-0.0002461,1,1,0,1
-0.000246,1,1,0,1
-0.0002459,1,1,0,1
-0.0002458,1,1,0,1
-0.0002457,0,1,0,1
-0.0002456,0,1,0,1
-0.0002455,0,1,0,1
-0.0002454,0,1,0,1
-0.0002453,0,1,0,1
-0.0002452,0,0,0,1
-0.0002451,1,0,0,0
-0.000245,1,0,0,0
-0.0002449,1,0,0,0
-0.0002448,1,0,0,0
-0.0002447,0,0,0,0
-0.0002446,0,1,0,1
-0.0002445,0,1,0,1
-0.0002444,0,1,0,1
-0.0002443,0,1,0,1
-0.0002442,1,1,0,0
-0.0002441,1,1,0,0
-0.000244,1,1,0,0
-0.0002439,1,1,0,0
-0.0002438,1,1,0,0
-0.0002437,0,1,0,1
-0.0002436,0,1,0,1
-0.0002435,0,1,0,1
-0.0002434,0,1,0,1
-0.0002433,0,1,0,1
-0.0002432,1,1,0,1
-0.0002431,1,1,1,1
-0.000243,1,1,1,1
-0.0002429,1,1,1,1
-0.0002428,0,1,1,1
-0.0002427,0,1,0,1
-0.0002426,0,1,0,1
-0.0002425,0,1,0,1
-0.0002424,0,1,1,1
-0.0002423,0,1,1,1
-0.0002422,1,1,1,0
-0.0002421,1,1,0,0
-0.000242,1,1,0,0
-0.0002419,1,1,0,0
-0.0002418,0,1,0,0
-0.0002417,0,1,0,1
-0.0002416,0,1,0,1
-0.0002415,0,1,1,1
-0.0002414,0,1,1,1
-0.0002413,0,1,1,1
-0.0002412,1,1,0,1
-0.0002411,1,1,1,1
-0.000241,1,1,1,1
-0.0002409,1,1,1,1
-0.0002408,0,1,1,1
-0.0002407,0,1,0,1
-0.0002406,0,1,0,1
-0.0002405,0,1,1,1
-0.0002404,0,1,1,1
-0.0002403,1,1,1,0
-0.0002402,1,1,0,0
-0.0002401,1,1,0,0
-0.00024,1,1,0,0
-0.0002399,1,1,0,0
-0.0002398,0,1,0,0
-0.0002397,0,1,0,0
-0.0002396,0,1,0,0
-0.0002395,0,1,0,0
-0.0002394,0,1,0,0
-0.0002393,1,1,1,0
-0.0002392,1,1,1,0
-0.0002391,1,1,1,0
-0.000239,1,1,0,0
-0.0002389,1,1,0,0
-0.0002388,0,1,0,1
-0.0002387,0,1,0,1
-0.0002386,0,1,0,1
-0.0002385,0,1,1,1
-0.0002384,0,1,1,1
-0.0002383,1,1,1,1
-0.0002382,1,1,1,1
-0.0002381,1,1,1,1
-0.000238,1,1,1,1
-0.0002379,0,1,1,1
-0.0002378,0,1,0,1
-0.0002377,0,1,0,1
-0.0002376,0,1,0,1
-0.0002375,0,1,0,1
-0.0002374,0,1,0,1
-0.0002373,1,1,0,0
-0.0002372,1,1,0,0
-0.0002371,1,1,0,0
-0.000237,1,1,0,0
-0.0002369,0,1,0,0
-0.0002368,0,1,0,1
-0.0002367,0,1,0,1
-0.0002366,0,1,1,1
-0.0002365,0,1,1,1
-0.0002364,0,0,1,1
-0.0002363,1,0,0,0
-0.0002362,1,0,0,0
-0.0002361,1,0,0,0
-0.000236,1,0,0,0
-0.0002359,0,0,0,0
-0.0002358,0,1,0,0
-0.0002357,0,1,0,0
-0.0002356,0,1,1,0
-0.0002355,0,1,1,0
-0.0002354,1,1,0,1
-0.0002353,1,1,1,1
-0.0002352,1,1,1,1
-0.0002351,1,1,1,1
-0.000235,1,1,1,1
-0.0002349,0,1,0,1
-0.0002348,0,1,0,1
-0.0002347,0,1,0,1
-0.0002346,0,1,1,1
-0.0002345,0,1,1,1
-0.0002344,1,1,1,0
-0.0002343,1,1,0,0
-0.0002342,1,1,0,0
-0.0002341,1,1,0,0
-0.000234,1,1,0,0
-0.0002339,0,1,0,1
-0.0002338,0,1,0,1
-0.0002337,0,1,0,1
-0.0002336,0,1,1,1
-0.0002335,0,1,1,1
-0.0002334,1,1,0,1
-0.0002333,1,1,0,1
-0.0002332,1,1,0,1
-0.0002331,1,1,0,1
-0.000233,0,1,0,1
-0.0002329,0,1,0,1
-0.0002328,0,1,0,1
-0.0002327,0,1,1,1
-0.0002326,0,1,1,1
-0.0002325,0,1,1,1
-0.0002324,1,0,0,0
-0.0002323,1,0,0,0
-0.0002322,1,0,0,0
-0.0002321,1,0,0,0
-0.000232,0,0,0,0
-0.0002319,0,1,0,0
-0.0002318,0,1,0,0
-0.0002317,0,1,1,0
-0.0002316,0,1,1,0
-0.0002315,1,1,1,0
-0.0002314,1,1,0,0
-0.0002313,1,1,0,0
-0.0002312,1,1,0,0
-0.0002311,1,1,0,0
-0.000231,0,1,0,1
-0.0002309,0,1,0,1
-0.0002308,0,1,0,1
-0.0002307,0,1,1,1
-0.0002306,0,1,1,1
-0.0002305,1,1,1,1
-0.0002304,1,1,1,1
-0.0002303,1,1,1,1
-0.0002302,1,1,1,1
-0.0002301,1,1,1,1
-0.00023,0,1,0,1
-0.0002299,0,1,0,1
-0.0002298,0,1,0,1
-0.0002297,0,1,0,1
-0.0002296,0,1,0,1
-0.0002295,1,1,0,0
-0.0002294,1,1,0,0
-0.0002293,1,1,0,0
-0.0002292,1,1,0,0
-0.0002291,0,1,0,0
-0.000229,0,1,0,1
-0.0002289,0,1,0,1
-0.0002288,0,1,0,1
-0.0002287,0,1,1,1
-0.0002286,0,1,1,1
-0.0002285,1,1,0,1
-0.0002284,1,1,1,1
-0.0002283,1,1,1,1
-0.0002282,1,1,1,1
-0.0002281,0,1,1,1
-0.000228,0,1,0,0
-0.0002279,0,1,0,0
-0.0002278,0,1,1,0
-0.0002277,0,1,1,0
-0.0002276,1,1,1,0
-0.0002275,1,1,1,0
-0.0002274,1,1,0,0
-0.0002273,1,1,0,0
-0.0002272,1,1,0,0
-0.0002271,0,1,0,1
-0.000227,0,1,0,1
-0.0002269,0,1,0,1
-0.0002268,0,1,1,1
-0.0002267,0,1,1,1
-0.0002266,1,1,1,0
-0.0002265,1,1,1,0
-0.0002264,1,1,1,0
-0.0002263,1,1,0,0
-0.0002262,1,1,0,0
-0.0002261,0,1,0,1
-0.000226,0,1,0,1
-0.0002259,0,1,0,1
-0.0002258,0,1,1,1
-0.0002257,0,1,1,1
-0.0002256,1,1,1,1
-0.0002255,1,1,1,1
-0.0002254,1,1,1,1
-0.0002253,1,1,1,1
-0.0002252,1,1,1,1
-0.0002251,0,1,0,1
-0.000225,0,1,0,1
-0.0002249,0,1,0,1
-0.0002248,0,1,1,1
-0.0002247,0,1,1,1
-0.0002246,1,1,0,0
-0.0002245,1,1,0,0
-0.0002244,1,1,0,0
-0.0002243,1,1,0,0
-0.0002242,0,1,0,0
-0.0002241,0,1,0,0
-0.000224,0,1,0,0
-0.0002239,0,1,1,0
-0.0002238,0,1,1,0
-0.0002237,0,0,1,0
-0.0002236,1,0,0,0
-0.0002235,1,0,0,0
-0.0002234,1,0,0,0
-0.0002233,1,0,0,0
-0.0002232,0,0,0,0
-0.0002231,0,1,0,1
-0.000223,0,1,0,1
-0.0002229,0,1,0,1
-0.0002228,0,1,0,1
-0.0002227,1,1,1,1
-0.0002226,1,1,1,1
-0.0002225,1,1,1,1
-0.0002224,1,1,1,1
-0.0002223,1,1,1,1
-0.0002222,0,1,1,0
-0.0002221,0,1,0,0
-0.000222,0,1,0,0
-0.0002219,0,1,0,0
-0.0002218,0,1,0,0
-0.0002217,1,1,0,0
-0.0002216,1,1,0,0
-0.0002215,1,1,0,0
-0.0002214,1,1,0,0
-0.0002213,1,1,0,0
-0.0002212,0,1,0,1
-0.0002211,0,1,0,1
-0.000221,0,1,0,1
-0.0002209,0,1,1,1
-0.0002208,0,1,1,1
-0.0002207,1,1,0,1
-0.0002206,1,1,0,1
-0.0002205,1,1,0,1
-0.0002204,1,1,0,1
-0.0002203,0,1,0,1
-0.0002202,0,1,0,0
-0.0002201,0,1,0,0
-0.00022,0,1,0,0
-0.0002199,0,1,1,0
-0.0002198,0,1,1,0
-0.0002197,1,0,0,0
-0.0002196,1,0,0,0
-0.0002195,1,0,0,0
-0.0002194,1,0,0,0
-0.0002193,0,0,0,0
-0.0002192,0,1,0,0
-0.0002191,0,1,0,0
-0.000219,0,1,0,0
-0.0002189,0,1,0,0
-0.0002188,1,1,0,0
-0.0002187,1,1,0,0
-0.0002186,1,1,0,0
-0.0002185,1,1,0,0
-0.0002184,1,1,0,0
-0.0002183,0,1,0,0
-0.0002182,0,1,0,0
-0.0002181,0,1,0,0
-0.000218,0,1,0,0
-0.0002179,0,1,0,0
-0.0002178,1,1,0,1
-0.0002177,1,1,1,1
-0.0002176,1,1,1,1
-0.0002175,1,1,1,1
-0.0002174,1,1,1,1
-0.0002173,0,1,0,0
-0.0002172,0,1,0,0
-0.0002171,0,1,0,0
-0.000217,0,1,0,0
-0.0002169,0,1,0,0
-0.0002168,1,1,0,0
-0.0002167,1,1,0,0
-0.0002166,1,1,0,0
-0.0002165,1,1,0,0
-0.0002164,1,1,0,0
-0.0002163,0,1,0,0
-0.0002162,0,1,0,0
-0.0002161,0,1,0,0
-0.000216,0,1,0,0
-0.0002159,0,1,0,0
-0.0002158,1,1,0,1
-0.0002157,1,1,1,1
-0.0002156,1,1,1,1
-0.0002155,1,1,1,1
-0.0002154,0,1,1,1
-0.0002153,0,1,0,0
-0.0002152,0,1,0,0
-0.0002151,0,1,0,0
-0.000215,0,1,0,0
-0.0002149,0,1,0,0
-0.0002148,1,1,0,0
-0.0002147,1,1,0,0
-0.0002146,1,1,0,0
-0.0002145,1,1,0,0
-0.0002144,0,1,0,0
-0.0002143,0,1,0,0
-0.0002142,0,1,0,0
-0.0002141,0,1,0,0
-0.000214,0,1,0,0
-0.0002139,1,1,0,0
-0.0002138,1,1,0,0
-0.0002137,1,1,0,0
-0.0002136,1,1,0,0
-0.0002135,1,1,0,0
-0.0002134,0,1,0,0
-0.0002133,0,1,0,0
-0.0002132,0,1,0,0
-0.0002131,0,1,0,0
-0.000213,0,1,0,0
-0.0002129,1,1,0,1
-0.0002128,1,1,1,1
-0.0002127,1,1,1,1
-0.0002126,1,1,1,1
-0.0002125,1,1,1,1
-0.0002124,0,1,0,0
-0.0002123,0,1,0,0
-0.0002122,0,1,0,0
-0.0002121,0,1,0,0
-0.000212,0,1,0,0
-0.0002119,1,1,0,0
-0.0002118,1,1,0,0
-0.0002117,1,1,0,0
-0.0002116,1,1,0,0
-0.0002115,0,1,0,0
-0.0002114,0,1,0,0
-0.0002113,0,1,0,0
-0.0002112,0,1,0,0
-0.0002111,0,1,0,0
-0.000211,0,1,0,0
-0.0002109,1,0,0,0
-0.0002108,1,0,0,0
-0.0002107,1,0,0,0
-0.0002106,1,0,0,0
-0.0002105,0,0,0,0
-0.0002104,0,1,0,0
-0.0002103,0,1,0,0
-0.0002102,0,1,0,0
-0.0002101,0,1,0,0
-0.00021,1,1,0,0
-0.0002099,1,1,0,1
-0.0002098,1,1,1,1
-0.0002097,1,1,1,1
-0.0002096,1,1,1,1
-0.0002095,0,1,1,0
-0.0002094,0,1,0,0
-0.0002093,0,1,0,0
-0.0002092,0,1,0,0
-0.0002091,0,1,0,0
-0.000209,1,1,0,0
-0.0002089,1,1,0,0
-0.0002088,1,1,0,0
-0.0002087,1,1,0,0
-0.0002086,1,1,0,0
-0.0002085,0,1,0,0
-0.0002084,0,1,0,0
-0.0002083,0,1,0,0
-0.0002082,0,1,0,0
-0.0002081,0,1,0,0
-0.000208,1,1,0,1
-0.0002079,1,1,0,1
-0.0002078,1,1,0,1
-0.0002077,1,1,0,1
-0.0002076,1,1,0,1
-0.0002075,0,1,0,0
-0.0002074,0,1,0,0
-0.0002073,0,1,0,0
-0.0002072,0,1,0,0
-0.0002071,0,1,0,0
-0.000207,1,0,0,0
-0.0002069,1,0,0,0
-0.0002068,1,0,0,0
-0.0002067,1,0,0,0
-0.0002066,0,0,0,0
-0.0002065,0,0,0,0
-0.0002064,0,1,0,0
-0.0002063,0,1,0,0
-0.0002062,0,1,0,0
-0.0002061,0,1,0,0
-0.000206,1,1,0,0
-0.0002059,1,1,0,0
-0.0002058,1,1,0,0
-0.0002057,1,1,0,0
-0.0002056,0,1,0,0
-0.0002055,0,1,0,0
-0.0002054,0,1,0,0
-0.0002053,0,1,0,0
-0.0002052,0,1,0,0
-0.0002051,1,1,0,1
-0.000205,1,1,1,1
-0.0002049,1,1,1,1
-0.0002048,1,1,1,1
-0.0002047,1,1,1,1
-0.0002046,0,1,0,0
-0.0002045,0,1,0,0
-0.0002044,0,1,0,0
-0.0002043,0,1,0,0
-0.0002042,0,1,0,0
-0.0002041,1,1,0,0
-0.000204,1,1,0,0
-0.0002039,1,1,0,0
-0.0002038,1,1,0,0
-0.0002037,1,1,0,0
-0.0002036,0,1,0,0
-0.0002035,0,1,0,0
-0.0002034,0,1,0,0
-0.0002033,0,1,0,0
-0.0002032,0,1,0,0
-0.0002031,1,1,0,1
-0.000203,1,1,1,1
-0.0002029,1,1,1,1
-0.0002028,1,1,1,1
-0.0002027,0,1,1,1
-0.0002026,0,1,0,0
-0.0002025,0,1,0,0
-0.0002024,0,1,0,0
-0.0002023,0,1,0,0
-0.0002022,0,1,0,0
-0.0002021,1,1,0,0
-0.000202,1,1,0,0
-0.0002019,1,1,0,0
-0.0002018,1,1,0,0
-0.0002017,0,1,0,0
-0.0002016,0,1,0,0
-0.0002015,0,1,0,0
-0.0002014,0,1,0,0
-0.0002013,0,1,0,0
-0.0002012,1,1,0,0
-0.0002011,1,1,0,0
-0.000201,1,1,0,0
-0.0002009,1,1,0,0
-0.0002008,1,1,0,0
-0.0002007,0,1,0,0
-0.0002006,0,1,0,0
-0.0002005,0,1,0,0
-0.0002004,0,1,0,0
-0.0002003,0,1,0,0
-0.0002002,1,1,0,1
-0.0002001,1,1,1,1
-0.0002,1,1,1,1
-0.0001999,1,1,1,1
-0.0001998,1,1,1,1
-0.0001997,0,1,0,0
-0.0001996,0,1,0,0
-0.0001995,0,1,0,0
-0.0001994,0,1,0,0
-0.0001993,0,1,0,0
-0.0001992,1,1,0,0
-0.0001991,1,1,0,0
-0.000199,1,1,0,0
-0.0001989,1,1,0,0
-0.0001988,1,1,0,0
-0.0001987,0,1,0,0
-0.0001986,0,1,0,0
-0.0001985,0,1,0,0
-0.0001984,0,1,0,0
-0.0001983,0,1,0,0
-0.0001982,1,0,0,0
-0.0001981,1,0,0,0
-0.000198,1,0,0,0
-0.0001979,1,0,0,0
-0.0001978,0,0,0,0
-0.0001977,0,0,0,0
-0.0001976,0,1,0,0
-0.0001975,0,1,0,0
-0.0001974,0,1,0,0
-0.0001973,0,1,0,0
-0.0001972,1,1,0,1
-0.0001971,1,1,1,1
-0.000197,1,1,1,1
-0.0001969,1,1,1,1
-0.0001968,0,1,1,1
-0.0001967,0,1,0,0
-0.0001966,0,1,0,0
-0.0001965,0,1,0,0
-0.0001964,0,1,0,0
-0.0001963,1,1,0,0
-0.0001962,1,1,0,0
-0.0001961,1,1,0,0
-0.000196,1,1,0,0
-0.0001959,1,1,0,0
-0.0001958,0,1,0,0
-0.0001957,0,1,0,0
-0.0001956,0,1,0,0
-0.0001955,0,1,0,0
-0.0001954,0,1,0,0
-0.0001953,1,1,0,1
-0.0001952,1,1,0,1
-0.0001951,1,1,0,1
-0.000195,1,1,0,1
-0.0001949,1,1,0,1
-0.0001948,0,1,0,0
-0.0001947,0,1,0,0
-0.0001946,0,1,0,0
-0.0001945,0,1,0,0
-0.0001944,0,1,0,0
-0.0001943,1,0,0,0
-0.0001942,1,0,0,0
-0.0001941,1,0,0,0
-0.000194,1,0,0,0
-0.0001939,0,0,0,0
-0.0001938,0,0,0,0
-0.0001937,0,1,0,0
-0.0001936,0,1,0,0
-0.0001935,0,1,0,0
-0.0001934,0,1,0,0
-0.0001933,1,1,0,0
-0.0001932,1,1,0,0
-0.0001931,1,1,0,0
-0.000193,1,1,0,0
-0.0001929,0,1,0,0
-0.0001928,0,1,0,0
-0.0001927,0,1,0,0
-0.0001926,0,1,0,0
-0.0001925,0,1,0,0
-0.0001924,1,1,0,0
-0.0001923,1,1,0,1
-0.0001922,1,1,1,1
-0.0001921,1,1,1,1
-0.000192,1,1,1,1
-0.0001919,0,1,1,0
-0.0001918,0,1,0,0
-0.0001917,0,1,0,0
-0.0001916,0,1,0,0
-0.0001915,0,1,0,0
-0.0001914,1,1,0,0
-0.0001913,1,1,0,0
-0.0001912,1,1,0,0
-0.0001911,1,1,0,0
-0.000191,1,1,0,0
-0.0001909,0,1,0,0
-0.0001908,0,1,0,0
-0.0001907,0,1,0,0
-0.0001906,0,1,0,0
-0.0001905,0,1,0,0
-0.0001904,1,1,0,1
-0.0001903,1,1,1,1
-0.0001902,1,1,1,1
-0.0001901,1,1,1,1
-0.00019,1,1,1,1
-0.0001899,0,1,0,0
-0.0001898,0,1,0,0
-0.0001897,0,1,0,0
-0.0001896,0,1,0,0
-0.0001895,0,1,0,0
-0.0001894,1,1,0,0
-0.0001893,1,1,0,0
-0.0001892,1,1,0,0
-0.0001891,1,1,0,0
-0.000189,0,1,0,0
-0.0001889,0,1,0,0
-0.0001888,0,1,0,0
-0.0001887,0,1,0,0
-0.0001886,0,1,0,0
-0.0001885,0,1,0,0
-0.0001884,1,1,0,0
-0.0001883,1,1,0,0
-0.0001882,1,1,0,0
-0.0001881,1,1,0,0
-0.000188,0,1,0,0
-0.0001879,0,1,0,0
-0.0001878,0,1,0,0
-0.0001877,0,1,0,0
-0.0001876,0,1,0,0
-0.0001875,1,1,0,1
-0.0001874,1,1,1,1
-0.0001873,1,1,1,1
-0.0001872,1,1,1,1
-0.0001871,1,1,1,1
-0.000187,0,1,0,0
-0.0001869,0,1,0,0
-0.0001868,0,1,0,0
-0.0001867,0,1,0,0
-0.0001866,0,1,0,0
-0.0001865,1,1,0,0
-0.0001864,1,1,0,0
-0.0001863,1,1,0,0
-0.0001862,1,1,0,0
-0.0001861,1,1,0,0
-0.000186,0,1,0,0
-0.0001859,0,1,0,0
-0.0001858,0,1,0,0
-0.0001857,0,1,0,0
-0.0001856,0,1,0,0
-0.0001855,1,0,0,0
-0.0001854,1,0,0,0
-0.0001853,1,0,0,0
-0.0001852,1,0,0,0
-0.0001851,0,0,0,0
-0.000185,0,0,0,0
-0.0001849,0,1,0,0
-0.0001848,0,1,0,0
-0.0001847,0,1,0,0
-0.0001846,0,1,0,0
-0.0001845,1,1,0,1
-0.0001844,1,1,1,1
-0.0001843,1,1,1,1
-0.0001842,1,1,1,1
-0.0001841,0,1,1,1
-0.000184,0,1,0,0
-0.0001839,0,1,0,0
-0.0001838,0,1,0,0
-0.0001837,0,1,0,0
-0.0001836,1,1,0,0
-0.0001835,1,1,0,0
-0.0001834,1,1,0,0
-0.0001833,1,1,0,0
-0.0001832,1,1,0,0
-0.0001831,0,1,0,0
-0.000183,0,1,0,0
-0.0001829,0,1,0,0
-0.0001828,0,1,0,0
-0.0001827,0,1,0,0
-0.0001826,1,1,0,1
-0.0001825,1,1,0,1
-0.0001824,1,1,0,1
-0.0001823,1,1,0,1
-0.0001822,1,1,0,1
-0.0001821,0,1,0,0
-0.000182,0,1,0,0
-0.0001819,0,1,0,0
-0.0001818,0,1,0,0
-0.0001817,0,1,0,0
-0.0001816,1,0,0,0
-0.0001815,1,0,0,0
-0.0001814,1,0,0,0
-0.0001813,1,0,0,0
-0.0001812,1,0,0,0
-0.0001811,0,0,0,0
-0.000181,0,1,0,0
-0.0001809,0,1,0,0
-0.0001808,0,1,0,0
-0.0001807,0,1,0,0
-0.0001806,1,1,0,0
-0.0001805,1,1,0,0
-0.0001804,1,1,0,0
-0.0001803,1,1,0,0
-0.0001802,0,1,0,0
-0.0001801,0,1,0,1
-0.00018,0,1,0,1
-0.0001799,0,1,1,1
-0.0001798,0,1,1,1
-0.0001797,0,1,1,1
-0.0001796,1,1,0,1
-0.0001795,1,1,1,1
-0.0001794,1,1,1,1
-0.0001793,1,1,1,1
-0.0001792,0,1,1,1
-0.0001791,0,1,0,1
-0.000179,0,1,0,1
-0.0001789,0,1,1,1
-0.0001788,0,1,1,1
-0.0001787,1,1,1,0
-0.0001786,1,1,0,0
-0.0001785,1,1,0,0
-0.0001784,1,1,0,0
-0.0001783,1,1,0,0
-0.0001782,0,1,0,1
-0.0001781,0,1,0,1
-0.000178,0,1,0,1
-0.0001779,0,1,1,1
-0.0001778,0,1,1,1
-0.0001777,1,1,1,1
-0.0001776,1,1,1,1
-0.0001775,1,1,1,1
-0.0001774,1,1,1,1
-0.0001773,1,1,1,1
-0.0001772,0,1,0,0
-0.0001771,0,1,0,0
-0.000177,0,1,0,0
-0.0001769,0,1,0,0
-0.0001768,0,1,0,0
-0.0001767,1,1,1,0
-0.0001766,1,1,0,0
-0.0001765,1,1,0,0
-0.0001764,1,1,0,0
-0.0001763,0,1,0,0
-0.0001762,0,1,0,1
-0.0001761,0,1,0,1
-0.000176,0,1,0,1
-0.0001759,0,1,1,1
-0.0001758,0,1,1,1
-0.0001757,1,1,1,0
-0.0001756,1,1,1,0
-0.0001755,1,1,0,0
-0.0001754,1,1,0,0
-0.0001753,0,1,0,0
-0.0001752,0,1,0,1
-0.0001751,0,1,0,1
-0.000175,0,1,0,1
-0.0001749,0,1,0,1
-0.0001748,1,1,0,1
-0.0001747,1,1,1,1
-0.0001746,1,1,1,1
-0.0001745,1,1,1,1
-0.0001744,1,1,1,1
-0.0001743,0,1,1,1
-0.0001742,0,1,0,1
-0.0001741,0,1,0,1
-0.000174,0,1,1,1
-0.0001739,0,1,1,1
-0.0001738,1,1,1,0
-0.0001737,1,1,0,0
-0.0001736,1,1,0,0
-0.0001735,1,1,0,0
-0.0001734,1,1,0,0
-0.0001733,0,1,0,0
-0.0001732,0,1,0,0
-0.0001731,0,1,0,0
-0.000173,0,1,1,0
-0.0001729,0,1,1,0
-0.0001728,1,0,0,0
-0.0001727,1,0,0,0
-0.0001726,1,0,0,0
-0.0001725,1,0,0,0
-0.0001724,1,0,0,0
-0.0001723,0,0,0,1
-0.0001722,0,1,0,1
-0.0001721,0,1,0,1
-0.000172,0,1,1,1
-0.0001719,0,1,1,1
-0.0001718,1,1,0,1
-0.0001717,1,1,1,1
-0.0001716,1,1,1,1
-0.0001715,1,1,1,1
-0.0001714,0,1,1,1
-0.0001713,0,1,0,1
-0.0001712,0,1,0,1
-0.0001711,0,1,1,1
-0.000171,0,1,1,1
-0.0001709,0,1,1,1
-0.0001708,1,1,0,0
-0.0001707,1,1,0,0
-0.0001706,1,1,0,0
-0.0001705,1,1,0,0
-0.0001704,0,1,0,0
-0.0001703,0,1,0,1
-0.0001702,0,1,0,1
-0.0001701,0,1,1,1
-0.00017,0,1,1,1
-0.0001699,1,1,1,1
-0.0001698,1,1,0,1
-0.0001697,1,1,0,1
-0.0001696,1,1,0,1
-0.0001695,1,1,0,1
-0.0001694,0,1,0,0
-0.0001693,0,1,0,0
-0.0001692,0,1,0,0
-0.0001691,0,1,1,0
-0.000169,0,1,1,0
-0.0001689,1,0,1,0
-0.0001688,1,0,0,0
-0.0001687,1,0,0,0
-0.0001686,1,0,0,0
-0.0001685,1,0,0,0
-0.0001684,0,0,0,1
-0.0001683,0,1,0,1
-0.0001682,0,1,0,1
-0.0001681,0,1,1,1
-0.000168,0,1,1,1
-0.0001679,1,1,1,0
-0.0001678,1,1,0,0
-0.0001677,1,1,0,0
-0.0001676,1,1,0,0
-0.0001675,0,1,0,0
-0.0001674,0,1,0,1
-0.0001673,0,1,0,1
-0.0001672,0,1,0,1
-0.0001671,0,1,0,1
-0.000167,0,1,0,1
-0.0001669,1,1,0,1
-0.0001668,1,1,1,1
-0.0001667,1,1,1,1
-0.0001666,1,1,1,1
-0.0001665,0,1,1,1
-0.0001664,0,1,0,1
-0.0001663,0,1,0,1
-0.0001662,0,1,1,1
-0.0001661,0,1,1,1
-0.000166,1,1,1,1
-0.0001659,1,1,0,0
-0.0001658,1,1,0,0
-0.0001657,1,1,0,0
-0.0001656,1,1,0,0
-0.0001655,0,1,0,1
-0.0001654,0,1,0,0
-0.0001653,0,1,0,0
-0.0001652,0,1,1,0
-0.0001651,0,1,1,0
-0.000165,1,1,1,1
-0.0001649,1,1,1,1
-0.0001648,1,1,1,1
-0.0001647,1,1,1,1
-0.0001646,1,1,1,1
-0.0001645,0,1,0,1
-0.0001644,0,1,0,1
-0.0001643,0,1,0,1
-0.0001642,0,1,1,1
-0.0001641,0,1,1,1
-0.000164,1,1,1,0
-0.0001639,1,1,0,0
-0.0001638,1,1,0,0
-0.0001637,1,1,0,0
-0.0001636,1,1,0,0
-0.0001635,0,1,0,1
-0.0001634,0,1,0,1
-0.0001633,0,1,0,1
-0.0001632,0,1,1,1
-0.0001631,0,1,1,1
-0.000163,1,1,1,0
-0.0001629,1,1,1,0
-0.0001628,1,1,1,0
-0.0001627,1,1,0,0
-0.0001626,0,1,0,0
-0.0001625,0,1,0,1
-0.0001624,0,1,0,1
-0.0001623,0,1,1,1
-0.0001622,0,1,1,1
-0.0001621,0,1,1,1
-0.000162,1,1,0,1
-0.0001619,1,1,1,1
-0.0001618,1,1,1,1
-0.0001617,1,1,1,1
-0.0001616,0,1,1,1
-0.0001615,0,1,0,1
-0.0001614,0,1,0,1
-0.0001613,0,1,0,1
-0.0001612,0,1,0,1
-0.0001611,1,1,0,0
-0.000161,1,1,1,0
-0.0001609,1,1,0,0
-0.0001608,1,1,0,0
-0.0001607,1,1,0,0
-0.0001606,0,1,0,0
-0.0001605,0,1,0,0
-0.0001604,0,1,0,0
-0.0001603,0,1,0,0
-0.0001602,0,1,0,0
-0.0001601,1,0,0,0
-0.00016,1,0,0,0
-0.0001599,1,0,0,0
-0.0001598,1,0,0,0
-0.0001597,1,0,0,0
-0.0001596,0,0,0,1
-0.0001595,0,1,0,1
