Time (s),PHI2,R_W,D0,A0
-0.0009517,1,0,0,0
-0.0009516,0,0,0,1
-0.0009515,0,1,0,1
-0.0009514,0,1,0,1
-0.0009513,0,1,1,1
-0.0009512,0,1,1,1
-0.0009511,1,1,0,1
-0.000951,1,1,1,1
-0.0009509,1,1,1,1
-0.0009508,1,1,1,1
-0.0009507,0,1,1,1
-0.0009506,0,1,0,1
-0.0009505,0,1,0,1
-0.0009504,0,1,1,1
-0.0009503,0,1,1,1
-0.0009502,0,1,1,1
-0.0009500999999999999,1,1,0,0
-0.00095,1,1,0,0
-0.0009499,1,1,0,0
-0.0009498,1,1,0,0
-0.0009497,0,1,0,0
-0.0009496,0,1,0,1
-0.0009495,0,1,0,1
-0.0009494,0,1,1,1
-0.0009493,0,1,1,1
-0.0009492,1,1,1,1
-0.0009491,1,1,0,1
-0.000949,1,1,0,1
-0.0009489,1,1,0,1
-0.0009488,1,1,0,1
-0.0009487,0,1,0,1
-0.0009486,0,1,0,1
-0.0009485,0,1,0,1
-0.0009484,0,1,1,1
-0.0009483,0,1,1,1
-0.0009482,1,0,1,0
-0.0009481,1,0,0,0
-0.0009479999999999999,1,0,0,0
-0.0009479,1,0,0,0
-0.0009478000000000001,1,0,0,0
-0.0009477,0,0,0,1
-0.0009476,0,1,0,1
-0.0009475,0,1,0,1
-0.0009474,0,1,1,1
-0.0009473,0,1,1,1
-0.0009472,1,1,1,0
-0.0009471,1,1,0,0
-0.000947,1,1,0,0
-0.0009469,1,1,0,0
-0.0009468,0,1,0,0
-0.0009467,0,1,0,1
-0.0009466,0,1,0,1
-0.0009465,0,1,0,1
-0.0009464,0,1,1,1
-0.0009463,0,1,1,1
-0.0009462,1,1,0,1
-0.0009461,1,1,1,1
-0.000946,1,1,1,1
-0.0009459,1,1,1,1
-0.0009458,0,1,1,1
-0.0009456999999999999,0,1,0,1
-0.0009456,0,1,0,1
-0.0009455000000000001,0,1,1,1
-0.0009454,0,1,1,1
-0.0009453,1,1,1,1
-0.0009452,1,1,0,0
-0.0009451,1,1,0,0
-0.000945,1,1,0,0
-0.0009449,1,1,0,0
-0.0009448,0,1,0,1
-0.0009447,0,1,0,1
-0.0009446,0,1,0,1
-0.0009445,0,1,1,1
-0.0009444,0,1,1,1
-0.0009443,1,1,1,1
-0.0009442,1,1,1,1
-0.0009441,1,1,1,1
-0.000944,1,1,1,1
-0.0009439,1,1,1,1
-0.0009438,0,1,0,1
-0.0009437,0,1,0,1
-0.0009436,0,1,0,1
-0.0009435,0,1,1,1
-0.0009433999999999999,0,1,1,1
-0.0009433,1,1,1,0
-0.0009432,1,1,0,0
-0.0009431,1,1,0,0
-0.000943,1,1,0,0
-0.0009429,1,1,0,0
-0.0009428,0,1,0,1
-0.0009427,0,1,0,1
-0.0009426,0,1,0,1
-0.0009425,0,1,1,1
-0.0009424,0,1,1,1
-0.0009423,1,1,1,0
-0.0009422,1,1,1,0
-0.0009421,1,1,1,0
-0.000942,1,1,0,0
-0.0009419,0,1,0,0
-0.0009418,0,1,0,1
-0.0009417,0,1,0,1
-0.0009416,0,1,1,1
-0.0009415,0,1,1,1
-0.0009414,0,1,1,1
-0.0009412999999999999,1,1,0,1
-0.0009412,1,1,1,1
-0.0009411000000000001,1,1,1,1
-0.000941,1,1,1,1
-0.0009409,0,1,1,1
-0.0009408,0,1,0,1
-0.0009407,0,1,0,1
-0.0009406,0,1,1,1
-0.0009405,0,1,1,1
-0.0009404,1,1,1,0
-0.0009403,1,1,0,0
-0.0009402,1,1,0,0
-0.0009401,1,1,0,0
-0.00094,1,1,0,0
-0.0009399,0,1,0,1
-0.0009398,0,1,0,1
-0.0009397,0,1,0,1
-0.0009396,0,1,1,1
-0.0009395,0,1,1,1
-0.0009394,1,0,1,0
-0.0009393,1,0,0,0
-0.0009392,1,0,0,0
-0.0009391,1,0,0,0
-0.0009389999999999999,1,0,0,0
-0.0009389,0,0,0,1
-0.0009388000000000001,0,1,0,1
-0.0009387,0,1,0,1
-0.0009386,0,1,1,1
-0.0009385,0,1,1,1
-0.0009384,1,1,1,1
-0.0009383,1,1,1,1
-0.0009382,1,1,1,1
-0.0009381,1,1,1,1
-0.000938,0,1,1,1
-0.0009379,0,1,0,1
-0.0009378,0,1,0,1
-0.0009377,0,1,0,1
-0.0009376,0,1,1,1
-0.0009375,0,1,1,1
-0.0009374,1,1,0,0
-0.0009373,1,1,0,0
-0.0009372,1,1,0,0
-0.0009371,1,1,0,0
-0.000937,0,1,0,0
-0.0009369,0,1,0,1
-0.0009368,0,1,0,1
-0.0009366999999999999,0,1,1,1
-0.0009366,0,1,1,1
-0.0009365,1,1,1,1
-0.0009364,1,1,0,1
-0.0009363,1,1,0,1
-0.0009362,1,1,0,1
-0.0009361,1,1,0,1
-0.000936,0,1,0,1
-0.0009359,0,1,0,1
-0.0009358,0,1,0,1
-0.0009357,0,1,1,1
-0.0009356,0,1,1,1
-0.0009355,1,0,1,0
-0.0009354,1,0,0,0
-0.0009353,1,0,0,0
-0.0009352,1,0,0,0
-0.0009351,1,0,0,0
-0.000935,0,0,0,1
-0.0009349,0,1,0,1
-0.0009348,0,1,0,1
-0.0009347,0,1,1,1
-0.0009345999999999999,0,1,1,1
-0.0009345,1,1,1,0
-0.0009344000000000001,1,1,0,0
-0.0009343,1,1,0,0
-0.0009342,1,1,0,0
-0.0009341,1,1,0,0
-0.000934,0,1,0,1
-0.0009339,0,1,0,1
-0.0009338,0,1,0,1
-0.0009337,0,1,1,1
-0.0009336,0,1,1,1
-0.0009335,1,1,0,1
-0.0009334,1,1,1,1
-0.0009333,1,1,1,1
-0.0009332,1,1,1,1
-0.0009331,0,1,1,1
-0.000933,0,1,0,1
-0.0009329,0,1,0,1
-0.0009328,0,1,1,1
-0.0009327,0,1,1,1
-0.0009326,0,1,1,1
-0.0009325,1,1,0,0
-0.0009324,1,1,0,0
-0.0009322999999999999,1,1,0,0
-0.0009322,1,1,0,0
-0.0009321000000000001,0,1,0,0
-0.000932,0,1,0,1
-0.0009319,0,1,0,1
-0.0009318,0,1,1,1
-0.0009317,0,1,1,1
-0.0009316,1,1,1,1
-0.0009315,1,1,1,1
-0.0009314,1,1,1,1
-0.0009313,1,1,1,1
-0.0009312,1,1,1,1
-0.0009311,0,1,1,1
-0.000931,0,1,0,1
-0.0009309,0,1,0,1
-0.0009308,0,1,1,1
-0.0009307,0,1,1,1
-0.0009306,1,1,1,0
-0.0009305,1,1,0,0
-0.0009304,1,1,0,0
-0.0009303,1,1,0,0
-0.0009302,1,1,0,0
-0.0009301,0,1,0,1
-0.0009300000000000001,0,1,0,1
-0.0009299,0,1,0,1
-0.0009298,0,1,1,1
-0.0009297,0,1,1,1
-0.0009296,1,1,1,0
-0.0009295,1,1,1,0
-0.0009294,1,1,1,0
-0.0009293,1,1,0,0
-0.0009292,0,1,0,0
-0.0009291,0,1,0,1
-0.000929,0,1,0,1
-0.0009289,0,1,0,1
-0.0009288,0,1,1,1
-0.0009287,0,1,1,1
-0.0009286,1,1,0,1
-0.0009285,1,1,1,1
-0.0009284,1,1,1,1
-0.0009283,1,1,1,1
-0.0009282,0,1,1,1
-0.0009281,0,1,0,0
-0.000928,0,1,0,0
-0.0009278999999999999,0,1,0,0
-0.0009278,0,1,0,0
-0.0009277000000000001,1,1,0,0
-0.0009276,1,1,0,0
-0.0009275,1,1,0,0
-0.0009274,1,1,0,0
-0.0009273,1,1,0,0
-0.0009272,0,1,0,1
-0.0009271,0,1,0,1
-0.000927,0,1,0,1
-0.0009269,0,1,1,1
-0.0009268,0,1,1,1
-0.0009267,1,0,1,0
-0.0009266,1,0,0,0
-0.0009265,1,0,0,0
-0.0009264,1,0,0,0
-0.0009263,1,0,0,0
-0.0009262,0,0,0,1
-0.0009261,0,1,0,1
-0.000926,0,1,0,1
-0.0009259,0,1,0,1
-0.0009258,0,1,0,1
-0.0009257,1,1,0,1
-0.0009255999999999999,1,1,1,1
-0.0009255,1,1,1,1
-0.0009254000000000001,1,1,1,1
-0.0009253,1,1,1,1
-0.0009252,0,1,0,1
-0.0009251,0,1,0,1
-0.000925,0,1,0,1
-0.0009249,0,1,1,1
-0.0009248,0,1,1,1
-0.0009247,1,1,0,0
-0.0009246,1,1,0,0
-0.0009245,1,1,0,0
-0.0009244,1,1,0,0
-0.0009243,0,1,0,0
-0.0009242,0,1,0,0
-0.0009241,0,1,0,0
-0.000924,0,1,1,0
-0.0009239,0,1,1,0
-0.0009238,0,1,1,0
-0.0009237,1,1,0,1
-0.0009236,1,1,0,1
-0.0009235,1,1,0,1
-0.0009234,1,1,0,1
-0.0009233000000000001,0,1,0,1
-0.0009232,0,1,0,1
-0.0009231,0,1,0,1
-0.000923,0,1,1,1
-0.0009229,0,1,1,1
-0.0009228,0,0,1,0
-0.0009227,1,0,0,0
-0.0009226,1,0,0,0
-0.0009225,1,0,0,0
-0.0009224,1,0,0,0
-0.0009223,0,0,0,1
-0.0009222,0,1,0,1
-0.0009221,0,1,0,1
-0.000922,0,1,1,1
-0.0009219,0,1,1,1
-0.0009218,1,1,1,0
-0.0009217,1,1,0,0
-0.0009216,1,1,0,0
-0.0009215,1,1,0,0
-0.0009214,1,1,0,0
-0.0009213,0,1,0,1
-0.0009211999999999999,0,1,0,1
-0.0009211,0,1,0,1
-0.0009210000000000001,0,1,1,1
-0.0009209,0,1,1,1
-0.0009208,1,1,1,1
-0.0009207,1,1,1,1
-0.0009206,1,1,1,1
-0.0009205,1,1,1,1
-0.0009204,0,1,1,1
-0.0009203,0,1,0,0
-0.0009202,0,1,0,0
-0.0009201,0,1,0,0
-0.00092,0,1,1,0
-0.0009199,0,1,1,0
-0.0009198,1,1,0,0
-0.0009197,1,1,0,0
-0.0009196,1,1,0,0
-0.0009195,1,1,0,0
-0.0009194,0,1,0,0
-0.0009193,0,1,0,1
-0.0009192,0,1,0,1
-0.0009191,0,1,1,1
-0.000919,0,1,1,1
-0.0009188999999999999,1,1,1,1
-0.0009188,1,1,0,1
-0.0009187000000000001,1,1,1,1
-0.0009186,1,1,1,1
-0.0009185,1,1,1,1
-0.0009184,0,1,1,1
-0.0009183,0,1,0,1
-0.0009182,0,1,0,1
-0.0009181,0,1,0,1
-0.000918,0,1,0,1
-0.0009179,1,1,0,0
-0.0009178,1,1,0,0
-0.0009177,1,1,0,0
-0.0009176,1,1,0,0
-0.0009175,1,1,0,0
-0.0009174,0,1,0,1
-0.0009173,0,1,0,1
-0.0009172,0,1,0,1
-0.0009171,0,1,1,1
-0.000917,0,1,1,1
-0.0009169,1,1,1,0
-0.0009168,1,1,1,0
-0.0009167,1,1,1,0
-0.0009166000000000001,1,1,0,0
-0.0009165,1,1,0,0
-0.0009164,0,1,0,0
-0.0009163,0,1,0,0
-0.0009162,0,1,0,0
-0.0009161,0,1,1,0
-0.000916,0,1,1,0
-0.0009159,1,1,1,1
-0.0009158,1,1,1,1
-0.0009157,1,1,1,1
-0.0009156,1,1,1,1
-0.0009155,0,1,1,1
-0.0009154,0,1,0,1
-0.0009153,0,1,0,1
-0.0009152,0,1,1,1
-0.0009151,0,1,1,1
-0.000915,0,1,1,1
-0.0009149,1,1,0,0
-0.0009148,1,1,0,0
-0.0009147,1,1,0,0
-0.0009146,1,1,0,0
-0.0009144999999999999,0,1,0,0
-0.0009144,0,1,0,1
-0.0009143000000000001,0,1,0,1
-0.0009142,0,1,1,1
-0.0009141,0,1,1,1
-0.000914,0,0,1,0
-0.0009139,1,0,0,0
-0.0009138,1,0,0,0
-0.0009137,1,0,0,0
-0.0009136,1,0,0,0
-0.0009135,0,0,0,1
-0.0009134,0,1,0,1
-0.0009133,0,1,0,1
-0.0009132,0,1,1,1
-0.0009131,0,1,1,1
-0.000913,1,1,1,1
-0.0009129,1,1,1,1
-0.0009128,1,1,1,1
-0.0009127,1,1,1,1
-0.0009126,1,1,1,1
-0.0009125,0,1,0,1
-0.0009124,0,1,0,1
-0.0009123,0,1,0,1
-0.0009121999999999999,0,1,1,1
-0.0009121,0,1,1,1
-0.0009120000000000001,1,1,0,0
-0.0009119,1,1,0,0
-0.0009118,1,1,0,0
-0.0009117,1,1,0,0
-0.0009116,0,1,0,0
-0.0009115,0,1,0,0
-0.0009114,0,1,0,0
-0.0009113,0,1,0,0
-0.0009112,0,1,0,0
-0.0009111,0,1,0,0
-0.000911,1,1,0,1
-0.0009109,1,1,0,1
-0.0009108,1,1,0,1
-0.0009107,1,1,0,1
-0.0009106,0,1,0,1
-0.0009105,0,1,0,1
-0.0009104,0,1,0,1
-0.0009103,0,1,1,1
-0.0009102,0,1,1,1
-0.0009100999999999999,0,0,1,1
-0.00091,1,0,0,0
-0.0009099000000000001,1,0,0,0
-0.0009098,1,0,0,0
-0.0009097,1,0,0,0
-0.0009096,0,0,0,0
-0.0009095,0,1,0,0
-0.0009094,0,1,0,0
-0.0009093,0,1,1,0
-0.0009092,0,1,1,0
-0.0009091,1,1,0,0
-0.000909,1,1,0,0
-0.0009089,1,1,0,0
-0.0009088,1,1,0,0
-0.0009087,1,1,0,0
-0.0009086,0,1,0,1
-0.0009085,0,1,0,1
-0.0009084,0,1,0,1
-0.0009083,0,1,0,1
-0.0009082,0,1,0,1
-0.0009081,1,1,0,1
-0.000908,1,1,1,1
-0.0009079,1,1,1,1
-0.0009077999999999999,1,1,1,1
-0.0009077,1,1,1,1
-0.0009076000000000001,0,1,0,1
-0.0009075,0,1,0,1
-0.0009074,0,1,0,1
-0.0009073,0,1,1,1
-0.0009072,0,1,1,1
-0.0009071,1,1,0,0
-0.000907,1,1,0,0
-0.0009069,1,1,0,0
-0.0009068,1,1,0,0
-0.0009067,0,1,0,0
-0.0009066,0,1,0,1
-0.0009065,0,1,0,1
-0.0009064,0,1,1,1
-0.0009063,0,1,1,1
-0.0009062,0,1,1,1
-0.0009061,1,1,0,1
-0.000906,1,1,1,1
-0.0009059,1,1,1,1
-0.0009058,1,1,1,1
-0.0009057,0,1,1,1
-0.0009056,0,1,0,1
-0.0009054999999999999,0,1,0,1
-0.0009054,0,1,1,1
-0.0009053,0,1,1,1
-0.0009052,1,1,1,0
-0.0009051,1,1,0,0
-0.000905,1,1,0,0
-0.0009049,1,1,0,0
-0.0009048,1,1,0,0
-0.0009047,0,1,0,1
-0.0009046,0,1,0,1
-0.0009045,0,1,0,1
-0.0009044,0,1,1,1
-0.0009043,0,1,1,1
-0.0009042,1,1,1,0
-0.0009041,1,1,1,0
-0.000904,1,1,1,0
-0.0009039,1,1,0,0
-0.0009038,1,1,0,0
-0.0009037,0,1,0,1
-0.0009036,0,1,0,1
-0.0009035,0,1,0,1
-0.0009033999999999999,0,1,1,1
-0.0009033,0,1,1,1
-0.0009032000000000001,1,1,1,1
-0.0009031,1,1,1,1
-0.000903,1,1,1,1
-0.0009029,1,1,1,1
-0.0009028,0,1,1,1
-0.0009027,0,1,0,1
-0.0009026,0,1,0,1
-0.0009025,0,1,0,1
-0.0009024,0,1,1,1
-0.0009023,0,1,1,1
-0.0009022,1,1,0,0
-0.0009021,1,1,0,0
-0.000902,1,1,0,0
-0.0009019,1,1,0,0
-0.0009018,0,1,0,0
-0.0009017,0,1,0,1
-0.0009016,0,1,0,1
-0.0009015,0,1,1,1
-0.0009014,0,1,1,1
-0.0009013,0,0,1,1
-0.0009012,1,0,0,0
-0.0009010999999999999,1,0,0,0
-0.000901,1,0,0,0
-0.0009009000000000001,1,0,0,0
-0.0009008,0,0,0,0
-0.0009007,0,1,0,1
-0.0009006,0,1,0,1
-0.0009005,0,1,1,1
-0.0009004,0,1,1,1
-0.0009003,1,1,1,1
-0.0009002,1,1,1,1
-0.0009001,1,1,1,1
-0.0009,1,1,1,1
-0.0008999,1,1,1,1
-0.0008998,0,1,0,1
-0.0008997,0,1,0,1
-0.0008996,0,1,0,1
-0.0008995,0,1,1,1
-0.0008994,0,1,1,1
-0.0008993,1,1,1,0
-0.0008992,1,1,0,0
-0.0008991,1,1,0,0
-0.000899,1,1,0,0
-0.0008989,1,1,0,0
-0.0008987999999999999,0,1,0,1
-0.0008987,0,1,0,1
-0.0008986,0,1,0,1
-0.0008985,0,1,1,1
-0.0008984,0,1,1,1
-0.0008983,1,1,0,1
-0.0008982,1,1,0,1
-0.0008981,1,1,0,1
-0.000898,1,1,0,1
-0.0008979,0,1,0,1
-0.0008978,0,1,0,1
-0.0008977,0,1,0,1
-0.0008976,0,1,1,1
-0.0008975,0,1,1,1
-0.0008974,0,0,1,1
-0.0008973,1,0,0,0
-0.0008972,1,0,0,0
-0.0008971,1,0,0,0
-0.000897,1,0,0,0
-0.0008969,0,0,0,0
-0.0008968,0,1,0,1
-0.0008966999999999999,0,1,0,1
-0.0008966,0,1,1,1
-0.0008965000000000001,0,1,1,1
-0.0008964,1,1,1,0
-0.0008963,1,1,0,0
-0.0008962,1,1,0,0
-0.0008961,1,1,0,0
-0.000896,1,1,0,0
-0.0008959,0,1,0,1
-0.0008958,0,1,0,1
-0.0008957,0,1,0,1
-0.0008956,0,1,1,1
-0.0008955,0,1,1,1
-0.0008954,1,1,1,1
-0.0008953,1,1,1,1
-0.0008952,1,1,1,1
-0.0008951,1,1,1,1
-0.000895,1,1,1,1
-0.0008949,0,1,0,1
-0.0008948,0,1,0,1
-0.0008947,0,1,0,1
-0.0008946,0,1,1,1
-0.0008945,0,1,1,1
-0.0008943999999999999,1,1,1,0
-0.0008943,1,1,0,0
-0.0008942000000000001,1,1,0,0
-0.0008941,1,1,0,0
-0.000894,0,1,0,0
-0.0008939,0,1,0,1
-0.0008938,0,1,0,1
-0.0008937,0,1,0,1
-0.0008936,0,1,1,1
-0.0008935,0,1,1,1
-0.0008934,1,1,0,1
-0.0008933,1,1,1,1
-0.0008932,1,1,1,1
-0.0008931,1,1,1,1
-0.000893,0,1,1,1
-0.0008929,0,1,0,1
-0.0008928,0,1,0,1
-0.0008927,0,1,1,1
-0.0008926,0,1,1,1
-0.0008925,1,1,1,1
-0.0008924,1,1,0,0
-0.0008923,1,1,0,0
-0.0008922,1,1,0,0
-0.0008920999999999999,1,1,0,0
-0.000892,0,1,0,0
-0.0008919,0,1,0,1
-0.0008918,0,1,0,1
-0.0008917,0,1,1,1
-0.0008916,0,1,1,1
-0.0008915,1,1,1,0
-0.0008914,1,1,1,0
-0.0008913,1,1,1,0
-0.0008912,1,1,0,0
-0.0008911,1,1,0,0
-0.000891,0,1,0,1
-0.0008909,0,1,0,1
-0.0008908,0,1,0,1
-0.0008907,0,1,1,1
-0.0008906,0,1,1,1
-0.0008905,1,1,1,1
-0.0008904,1,1,1,1
-0.0008903,1,1,1,1
-0.0008902,1,1,1,1
-0.0008901,1,1,1,1
-0.0008899999999999999,0,1,0,1
-0.0008899,0,1,0,1
-0.0008898000000000001,0,1,0,1
-0.0008897,0,1,1,1
-0.0008896,0,1,1,1
-0.0008895,1,1,0,0
-0.0008894,1,1,0,0
-0.0008893,1,1,0,0
-0.0008892,1,1,0,0
-0.0008891,0,1,0,0
-0.000889,0,1,0,1
-0.0008889,0,1,0,1
-0.0008888,0,1,1,1
-0.0008887,0,1,1,1
-0.0008886,0,1,1,1
-0.0008885,1,0,0,0
-0.0008884,1,0,0,0
-0.0008883,1,0,0,0
-0.0008882,1,0,0,0
-0.0008881,0,0,0,0
-0.000888,0,1,0,1
-0.0008879,0,1,0,1
-0.0008878,0,1,1,1
-0.0008876999999999999,0,1,1,1
-0.0008876,1,1,1,1
-0.0008875000000000001,1,1,1,1
-0.0008874,1,1,1,1
-0.0008873,1,1,1,1
-0.0008872,1,1,1,1
-0.0008871,0,1,0,1
-0.000887,0,1,0,1
-0.0008869,0,1,0,1
-0.0008868,0,1,1,1
-0.0008867,0,1,1,1
-0.0008866,1,1,1,0
-0.0008865,1,1,0,0
-0.0008864,1,1,0,0
-0.0008863,1,1,0,0
-0.0008862,1,1,0,0
-0.0008861,0,1,0,1
-0.000886,0,1,0,1
-0.0008859,0,1,0,1
-0.0008858,0,1,1,1
-0.0008857,0,1,1,1
-0.0008856,1,1,1,1
-0.0008855,1,1,0,1
-0.0008854000000000001,1,1,0,1
-0.0008853,1,1,0,1
-0.0008852,0,1,0,1
-0.0008851,0,1,0,1
-0.000885,0,1,0,1
-0.0008849,0,1,0,1
-0.0008848,0,1,1,1
-0.0008847,0,1,1,1
-0.0008846,1,0,0,0
-0.0008845,1,0,0,0
-0.0008844,1,0,0,0
-0.0008843,1,0,0,0
-0.0008842,0,0,0,0
-0.0008841,0,1,0,1
-0.000884,0,1,0,1
-0.0008839,0,1,1,1
-0.0008838,0,1,1,1
-0.0008837,1,1,1,1
-0.0008836,1,1,0,0
-0.0008835,1,1,0,0
-0.0008834,1,1,0,0
-0.0008832999999999999,1,1,0,0
-0.0008832,0,1,0,1
-0.0008831000000000001,0,1,0,1
-0.000883,0,1,0,1
-0.0008829,0,1,1,1
-0.0008828,0,1,1,1
-0.0008827,1,1,1,1
-0.0008826,1,1,1,1
-0.0008825,1,1,1,1
-0.0008824,1,1,1,1
-0.0008823,1,1,1,1
-0.0008822,0,1,0,1
-0.0008821,0,1,0,1
-0.000882,0,1,0,1
-0.0008819,0,1,1,1
-0.0008818,0,1,1,1
-0.0008817,1,1,1,0
-0.0008816,1,1,0,0
-0.0008815,1,1,0,0
-0.0008814,1,1,0,0
-0.0008813,1,1,0,0
-0.0008812,0,1,0,1
-0.0008811,0,1,0,1
-0.0008809999999999999,0,1,0,1
-0.0008809,0,1,1,1
-0.0008808000000000001,0,1,1,1
-0.0008807,1,1,1,1
-0.0008806,1,1,1,1
-0.0008805,1,1,1,1
-0.0008804,1,1,1,1
-0.0008803,0,1,1,1
-0.0008802,0,1,0,1
-0.0008801,0,1,0,1
-0.00088,0,1,1,1
-0.0008799,0,1,1,1
-0.0008798,0,1,1,1
-0.0008797,1,1,0,0
-0.0008796,1,1,0,0
-0.0008795,1,1,0,0
-0.0008794,1,1,0,0
-0.0008793,0,1,0,0
-0.0008792,0,1,0,1
-0.0008791,0,1,0,1
-0.000879,0,1,1,1
-0.0008789,0,1,1,1
-0.0008788,1,1,1,0
-0.0008787000000000001,1,1,1,0
-0.0008786,1,1,1,0
-0.0008785,1,1,0,0
-0.0008784,1,1,0,0
-0.0008783,0,1,0,1
-0.0008782,0,1,0,1
-0.0008781,0,1,0,1
-0.000878,0,1,1,1
-0.0008779,0,1,1,1
-0.0008778,1,1,1,1
-0.0008777,1,1,1,1
-0.0008776,1,1,1,1
-0.0008775,1,1,1,1
-0.0008774,1,1,1,1
-0.0008773,0,1,0,1
-0.0008772,0,1,0,1
-0.0008771,0,1,0,1
-0.000877,0,1,1,1
-0.0008769,0,1,1,1
-0.0008768,1,1,1,0
-0.0008767,1,1,0,0
-0.0008765999999999999,1,1,0,0
-0.0008765,1,1,0,0
-0.0008764000000000001,0,1,0,0
-0.0008763,0,1,0,1
-0.0008762,0,1,0,1
-0.0008761,0,1,0,1
-0.000876,0,1,1,1
-0.0008759,0,1,1,1
-0.0008758,1,0,0,0
-0.0008757,1,0,0,0
-0.0008756,1,0,0,0
-0.0008755,1,0,0,0
-0.0008754,0,0,0,0
-0.0008753,0,1,0,1
-0.0008752,0,1,0,1
-0.0008751,0,1,1,1
-0.000875,0,1,1,1
-0.0008749,1,1,1,1
-0.0008748,1,1,0,1
-0.0008747,1,1,1,1
-0.0008746,1,1,1,1
-0.0008745,1,1,1,1
-0.0008744,0,1,1,1
-0.0008742999999999999,0,1,0,1
-0.0008742,0,1,0,1
-0.0008741000000000001,0,1,1,1
-0.000874,0,1,1,1
-0.0008739,1,1,1,0
-0.0008738,1,1,0,0
-0.0008737,1,1,0,0
-0.0008736,1,1,0,0
-0.0008735,1,1,0,0
-0.0008734,0,1,0,1
-0.0008733,0,1,0,1
-0.0008732,0,1,0,1
-0.0008731,0,1,1,1
-0.000873,0,1,1,1
-0.0008729,1,1,1,1
-0.0008728,1,1,0,1
-0.0008727,1,1,0,1
-0.0008726,1,1,0,1
-0.0008725,1,1,0,1
-0.0008724,0,1,0,1
-0.0008723,0,1,0,1
-0.0008722,0,1,0,1
-0.0008721,0,1,1,1
-0.0008720000000000001,0,1,1,1
-0.0008719,1,0,0,0
-0.0008718,1,0,0,0
-0.0008717,1,0,0,0
-0.0008716,1,0,0,0
-0.0008715,0,0,0,0
-0.0008714,0,1,0,1
-0.0008713,0,1,0,1
-0.0008712,0,1,1,1
-0.0008711,0,1,1,1
-0.000871,0,1,1,1
-0.0008709,1,1,0,0
-0.0008708,1,1,0,0
-0.0008707,1,1,0,0
-0.0008706,1,1,0,0
-0.0008705,0,1,0,0
-0.0008704,0,1,0,1
-0.0008703,0,1,0,1
-0.0008702,0,1,1,1
-0.0008701,0,1,1,1
-0.00087,1,1,1,1
-0.0008698999999999999,1,1,1,1
-0.0008698,1,1,1,1
-0.0008697000000000001,1,1,1,1
-0.0008696,1,1,1,1
-0.0008695,0,1,0,1
-0.0008694,0,1,0,1
-0.0008693,0,1,0,1
-0.0008692,0,1,1,1
-0.0008691,0,1,1,1
-0.000869,1,1,1,0
-0.0008689,1,1,0,0
-0.0008688,1,1,0,0
-0.0008687,1,1,0,0
-0.0008686,1,1,0,0
-0.0008685,0,1,0,1
-0.0008684,0,1,0,1
-0.0008683,0,1,0,1
-0.0008682,0,1,1,1
-0.0008681,0,1,1,1
-0.000868,1,1,1,1
-0.0008679,1,1,1,1
-0.0008678,1,1,1,1
-0.0008677,1,1,1,1
-0.0008675999999999999,0,1,1,1
-0.0008675,0,1,0,1
-0.0008674000000000001,0,1,0,1
-0.0008673,0,1,0,1
-0.0008672,0,1,1,1
-0.0008671,0,1,1,1
-0.000867,1,1,0,0
-0.0008669,1,1,0,0
-0.0008668,1,1,0,0
-0.0008667,1,1,0,0
-0.0008666,0,1,0,0
-0.0008665,0,1,0,1
-0.0008664,0,1,0,1
-0.0008663,0,1,1,1
-0.0008662,0,1,1,1
-0.0008661,1,1,1,1
-0.000866,1,1,1,0
-0.0008659,1,1,1,0
-0.0008658,1,1,0,0
-0.0008657,1,1,0,0
-0.0008656,0,1,0,0
-0.0008654999999999999,0,1,0,0
-0.0008654,0,1,0,0
-0.0008653000000000001,0,1,0,0
-0.0008652,0,1,0,0
-0.0008651,1,1,1,1
-0.000865,1,1,1,1
-0.0008649,1,1,1,1
-0.0008648,1,1,1,1
-0.0008647,1,1,1,1
-0.0008646,0,1,0,1
-0.0008645,0,1,0,1
-0.0008644,0,1,0,1
-0.0008643,0,1,1,1
-0.0008642,0,1,1,1
-0.0008641,1,1,1,0
-0.000864,1,1,0,0
-0.0008639,1,1,0,0
-0.0008638,1,1,0,0
-0.0008637,1,1,0,0
-0.0008636,0,1,0,1
-0.0008635,0,1,0,1
-0.0008634,0,1,0,1
-0.0008633,0,1,0,1
-0.0008631999999999999,0,1,0,1
-0.0008631,1,0,0,0
-0.0008630000000000001,1,0,0,0
-0.0008629,1,0,0,0
-0.0008628,1,0,0,0
-0.0008627,0,0,0,0
-0.0008626,0,1,0,1
-0.0008625,0,1,0,1
-0.0008624,0,1,1,1
-0.0008623,0,1,1,1
-0.0008622,0,1,1,1
-0.0008621,1,1,0,1
-0.000862,1,1,1,1
-0.0008619,1,1,1,1
-0.0008618,1,1,1,1
-0.0008617,0,1,1,1
-0.0008616,0,1,0,0
-0.0008615,0,1,0,0
-0.0008614,0,1,1,0
-0.0008613,0,1,1,0
-0.0008612,1,1,1,0
-0.0008611,1,1,0,0
-0.000861,1,1,0,0
-0.0008608999999999999,1,1,0,0
-0.0008608,1,1,0,0
-0.0008607000000000001,0,1,0,1
-0.0008606,0,1,0,1
-0.0008605,0,1,0,1
-0.0008604,0,1,1,1
-0.0008603,0,1,1,1
-0.0008602,1,1,1,1
-0.0008601,1,1,0,1
-0.00086,1,1,0,1
